,scenario,id_feature,short_clear_motivation,score,model_name,model_size,environment,model_name_understanding,model_size_understanding
86,003-smart_agriculture,1,"11 LoRa devices defined in JSON, 11 LoRa devices created in NS-3 code",100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
87,003-smart_agriculture,2,"2 WiFi devices defined in JSON, 2 WiFi devices created in NS-3 code",100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
88,003-smart_agriculture,3,Coordinates of LoRa and WiFi devices in NS-3 code match the JSON blueprint,60.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
89,003-smart_agriculture,4,"Traffic duration and type match for LoRa but not for WiFi, because duration is different and type not specified (periodic traffic) ",40.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
90,001-smart_city,0,c++ NS3 code with main function,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
91,001-smart_city,1,2 LoRa devices in JSON blueprint and 2 in NS-3 code,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
92,001-smart_city,2,1 WiFi AP and 1 WiFi STA in JSON blueprint and NS-3 code,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
93,001-smart_city,3,LoRa devices coordinates and WiFi AP coordinates match the JSON blueprint,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
94,001-smart_city,4,Traffic duration and type match JSON blueprint for LoRa and WiFi,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
95,002-smart_city,0,NS-3 code with main function,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
96,002-smart_city,1,4 LoRa devices in JSON and code,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
97,002-smart_city,2,3 WiFi STA and 2 AP in JSON and code,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
98,002-smart_city,3,Coordinates for LoRa and WiFi devices match JSON,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
99,002-smart_city,4,Traffic duration for UDP and LoRa match,80.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
100,003-smart_city,0,C++ NS-3 code with main function,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
101,003-smart_city,1,"4 LoRa devices in JSON, 4 LoRa devices in NS-3 code",100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
102,003-smart_city,2,"2 WiFi AP and 3 WiFi STA in JSON, 2 AP and 3 STA in NS-3 code",100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
103,003-smart_city,3,LoRa and WiFi device coordinates match JSON blueprint,80.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
104,003-smart_city,4,"LoRa traffic every 60 seconds, WiFi UDP traffic 1Mbps, matches JSON blueprint",80.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
105,001-smart_city,0,NS-3 SOURCE CODE is not valid C++ with main,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
106,001-smart_city,1,Feature 0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
107,001-smart_city,2,Feature 0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
108,001-smart_city,3,Feature 0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
109,001-smart_city,4,Feature 0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
110,002-smart_city,0,NS-3 code does not provide main function implementation,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
111,002-smart_city,1,Feature 0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
112,002-smart_city,2,Feature 0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
113,002-smart_city,3,Feature 0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
114,002-smart_city,4,Feature 0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
115,003-smart_city,0,NS-3 code does not have a main function,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
116,003-smart_city,1,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
117,003-smart_city,2,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
118,003-smart_city,3,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
119,003-smart_city,4,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-exp,large
120,001-smart_city,0,NS-3 SOURCE CODE does not contain main function,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
121,001-smart_city,1,Feature n.0 has score 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
122,001-smart_city,2,Feature n.0 has score 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
123,001-smart_city,3,Feature n.0 has score 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
124,001-smart_city,4,Feature n.0 has score 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
125,002-smart_city,0,NS-3 code does not contain main function,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
126,002-smart_city,1,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
127,002-smart_city,2,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
128,002-smart_city,3,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
129,002-smart_city,4,Feature n.0 score is 0,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
130,003-smart_city,0,NS-3 code has a main function,100.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
131,003-smart_city,1,"4 LoRa devices found in JSON, but the code is empty",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
132,003-smart_city,2,"5 WiFi devices found in JSON, but the code is empty",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
133,003-smart_city,3,JSON has coordinates but no devices are instantiated,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
134,003-smart_city,4,"JSON has traffic definitions, but the code is empty",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-exp,large
135,001-smart_city,0,NS-3 SOURCE CODE is C++/NS-3 with a main function,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
136,001-smart_city,1,2 LoRa Devices are defined in JSON BLUEPRINT. 2 LoRa devices are created in NS-3 code.,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
137,001-smart_city,2,1 WiFi AP and 1 WiFi Station are defined in JSON BLUEPRINT. 1 WiFi AP and 1 WiFi Station are created in NS-3 code.,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
138,001-smart_city,3,Coordinates in NS-3 code for LoRa devices and WiFi devices match the JSON blueprint.,0.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
139,001-smart_city,4,"Traffic duration and type in JSON BLUEPRINT match with NS-3 SOURCE-CODE, but location is wrong.",0.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
140,002-smart_city,0,NS-3 source code has main function,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
141,002-smart_city,1,"4 LoRa devices in JSON, 4 LoRa devices created in NS-3",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
142,002-smart_city,2,"2 WiFi AP and 3 WiFi STA in JSON, 2 WiFi AP and 3 WiFi STA in NS-3",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
143,002-smart_city,3,"Coordinates for LoRa Gateways, WiFi AP and WiFi STA match the JSON blueprint",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
144,002-smart_city,4,"Traffic type and duration match, LoRa devices send packets periodically, and WiFi STA send UDP traffic",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
145,003-smart_city,0,Valid C++ NS3 code with main function,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
146,003-smart_city,1,"4 LoRa devices in JSON, 4 LoRa devices in NS-3 code",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
147,003-smart_city,2,"2 WiFi APs and 3 WiFi STAs in JSON, 2 WiFi APs and 3 WiFi STAs in NS-3 code",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
148,003-smart_city,3,"LoRa GW coordinates match, but some LoRa ED coordinates does not match, WiFi AP/STA coordinates match",60.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
149,003-smart_city,4,"LoRa data transmission period match, but only one WiFi flow is implemented",60.0,mistral-large-2411,large,simulated,gemini-2.0-flash-exp,large
150,001-smart_city,0,C++ NS-3 code with main function,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
151,001-smart_city,1,2 LoRa devices in JSON and NS-3 code,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
152,001-smart_city,2,1 WiFi AP and 1 WiFi STA in JSON and NS-3 code,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
153,001-smart_city,3,LoRa and WiFi devices coordinates perfectly match,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
154,001-smart_city,4,Traffic duration and type match,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
155,002-smart_city,0,NS-3 source code has main function,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
156,002-smart_city,1,"JSON blueprint defines 4 LoRa devices, NS-3 code defines 4 LoRa devices",100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
157,002-smart_city,2,"JSON blueprint defines 3 WiFi stations and 2 APs, NS-3 code defines 3 WiFi stations and 2 APs",100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
158,002-smart_city,3,Coordinates of LoRa and WiFi devices match in JSON blueprint and NS-3 code,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
159,002-smart_city,4,Traffic type and duration for WiFi match,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
160,003-smart_city,0,Valid C++ NS-3 code with main function.,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
161,003-smart_city,1,4 LoRa devices in JSON and code match.,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
162,003-smart_city,2,2 WiFi AP and 3 WiFi STA devices in JSON and code match.,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
163,003-smart_city,3,Coordinates of LoRa and WiFi devices match in JSON and code.,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
164,003-smart_city,4,Traffic type and duration for each device match in JSON and code.,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-exp,large
165,001-smart_city,0,NS-3 source code has a main function and is valid C++ code,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
166,001-smart_city,1,"The JSON blueprint defines 2 LoRa devices, and the NS-3 code also creates 2 LoRa devices",100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
167,001-smart_city,2,"The JSON blueprint defines 1 WiFi AP and 1 WiFi Station, and the NS-3 code also creates 1 WiFi AP and 1 WiFi Station",100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
168,001-smart_city,3,The LoRa and WiFi devices coordinates in the NS-3 code match the coordinates in the JSON blueprint,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
169,001-smart_city,4,The traffic duration and type (periodic 1 min for LoRa and UDP 1Mbps for WiFi) match in NS-3 code and JSON blueprint,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
170,002-smart_city,0,NS-3 source code has a main function,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
171,002-smart_city,1,4 LoRa devices are defined in JSON BLUEPRINT and 4 LoRa devices are created in NS-3 code,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
172,002-smart_city,2,2 WiFi AP and 3 WiFi STA are defined in JSON BLUEPRINT and correctly used in NS-3 code,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
173,002-smart_city,3,The location coordinates for the devices in NS-3 code match the coordinates in JSON BLUEPRINT,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
174,002-smart_city,4,Traffic duration and type in JSON BLUEPRINT match NS-3 code,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
175,003-smart_city,0,NS-3 SOURCE CODE is C++/NS-3 with a main function,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
176,003-smart_city,1,"4 LoRa devices in JSON, 4 LoRa devices in NS-3 code",100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
177,003-smart_city,2,"2 WiFi AP and 3 WiFi STA devices in JSON, 2 WiFi AP and 3 WiFi STA devices in NS-3 code",100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
178,003-smart_city,3,LoRa and WiFi device coordinates in NS-3 code match coordinates in JSON,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
179,003-smart_city,4,"Traffic duration and type match between JSON and NS-3 code. UDP/TCP traffic for WiFi, periodic traffic for Lora",100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-exp,large
180,001-smart_home,0,NS-3 SOURCE CODE is C++/NS-3 with a main function,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
181,001-smart_home,1,"LoRa devices are not defined in JSON BLUEPRINT, and no LoRa is used in NS-3 SOURCE CODE",100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
182,001-smart_home,2,4 WiFi Station and 1 Access Point are defined in JSON BLUEPRINT. NS-3 SOURCE CODE matches the count.,100.0,codestral-2501,large,simulated,gemini-2.0-flash-exp,large
