,scenario,id_feature,short_clear_motivation,score,model_name,model_size,environment,model_name_understanding,model_size_understanding
45,001-smart_agriculture,0,NS-3 C++ code with main function,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
46,001-smart_agriculture,1,"LoRa Device counts match (Blueprint: 5, Code: 5).",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
47,001-smart_agriculture,2,"WiFi Device counts unmatch (Blueprint: 0, Code: 3), Blueprint does not define WiFi devices while code uses them.",0.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
48,001-smart_agriculture,3,"LoRa Device locations unmatch, code uses UniformDiscPositionAllocator instead of specific coordinates.",0.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
49,001-smart_agriculture,4,"Traffic type and details unmatch, Blueprint does not define traffic type and details while code implements PeriodicSender for LoRa and OnOffHelper for WiFi.",0.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
50,002-smart_agriculture,0,Valid NS-3 C++ code with main function,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
51,002-smart_agriculture,1,LoRa device count matches. Count: 9,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
52,002-smart_agriculture,2,WiFi device count matches. Count: 0,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
53,002-smart_agriculture,3,"Location coordinates mismatch for device(s): FMS-001, SMS-001, WS-001, IC-001, DR-001, PHS-001, LIS-001, LT-001",0.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
54,002-smart_agriculture,4,Device location coordinates mismatch affects traffic configuration relevance,0.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
55,003-smart_agriculture,0,Valid NS-3 C++ code with main function,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
56,003-smart_agriculture,1,"LoRa device counts match (Blueprint: 12, Code: 12)",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
57,003-smart_agriculture,2,"WiFi device counts match (Blueprint: 3, Code: 3)",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
58,003-smart_agriculture,3,"Location coordinates mismatch. LoRa endpoints use random distribution, WiFi coordinates are not perfectly matched.",0.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
59,003-smart_agriculture,4,"Traffic duration and type match (Duration: 3h, LoRa: Periodic, WiFi: UDP)",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
60,001-smart_agriculture,0,NS-3 code is C++ with main function,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
61,001-smart_agriculture,1,LoRa devices count in JSON BLUEPRINT (5) matches count in NS-3 code (5),100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
62,001-smart_agriculture,2,WiFi devices count in JSON BLUEPRINT (0) matches count in NS-3 code (0),100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
63,001-smart_agriculture,3,Device coordinates in JSON BLUEPRINT match coordinates in NS-3 code,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
64,001-smart_agriculture,4,Traffic duration and type in JSON BLUEPRINT match traffic duration and type in NS-3 code,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
65,002-smart_agriculture,0,Valid C++ NS-3 code with main function,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
66,002-smart_agriculture,1,"LoRa devices count in JSON: 9, LoRa devices count in code: 9, MATCH",100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
67,002-smart_agriculture,2,"WiFi devices count in JSON: 0, WiFi devices count in code: 0, MATCH",100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
68,002-smart_agriculture,3,Device locations MATCH,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
69,002-smart_agriculture,4,Traffic duration and type MATCH,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
70,003-smart_agriculture,0,Valid C++/NS-3 code with main function.,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
71,003-smart_agriculture,1,11 LoRa devices in JSON and NS-3 code.,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
72,003-smart_agriculture,2,0 WiFi devices in JSON and NS-3 code.,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
73,003-smart_agriculture,3,Device coordinates in NS-3 code match JSON.,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
74,003-smart_agriculture,4,Traffic duration and periodic sending match JSON blueprint.,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
75,001-smart_agriculture,0,NS-3 C++ code with main function,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
76,001-smart_agriculture,1,LoRa Devices count match blueprint (5),100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
77,001-smart_agriculture,2,WiFi Devices count unmatch blueprint (0 vs 3 in code),0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
78,001-smart_agriculture,3,Location coordinates unmatch blueprint,0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
79,001-smart_agriculture,4,"Traffic duration match, but traffic type unmatch/undefined in blueprint for LoRa, and WiFi traffic not defined in blueprint",0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
80,002-smart_agriculture,0,Valid NS-3 C++ code with main function,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
81,002-smart_agriculture,1,"LoRa devices count in JSON: 9, LoRa devices count in code: 9. MATCH",100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
82,002-smart_agriculture,2,"WiFi devices count in JSON: 0 (not explicitly defined), WiFi devices count in code: 3. UNMATCH",0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
83,002-smart_agriculture,3,Device locations UNMATCH. Coordinates in code do not perfectly match coordinates in JSON blueprint for all devices,0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
84,002-smart_agriculture,4,"Traffic duration MATCH, but traffic type UNMATCH. Traffic type is not explicitly defined in JSON blueprint, while UDP traffic is set in NS-3 code for WiFi and Periodic traffic for LoRa",0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
85,003-smart_agriculture,0,Valid C++ NS-3 code with main function,100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
86,003-smart_agriculture,1,LoRa devices count in code and blueprint MATCH (12 vs 12),100.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
87,003-smart_agriculture,2,"WiFi devices count UNMATCH (3 in code, 0 in blueprint), Blueprint does not declare WiFi devices and code uses WiFi",0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
88,003-smart_agriculture,3,"Location coordinates UNMATCH, WiFi AP location slightly different, LoRa endpoints use UniformDiscPositionAllocator instead of blueprint coordinates",0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
89,003-smart_agriculture,4,"Traffic type and details UNMATCH, WiFi traffic not in blueprint and traffic type not explicitly defined in blueprint",0.0,gemini-2.0-flash-exp,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
90,001-smart_city,0,Valid C++/NS-3 with main function,100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
91,001-smart_city,1,LoRa devices count match (2),100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
92,001-smart_city,2,WiFi devices count match (2),100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
93,001-smart_city,3,LoRa device locations mismatch,0.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
94,001-smart_city,4,Traffic duration and type match,100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
95,002-smart_city,0,NS-3 code is valid C++ with main function,100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
96,002-smart_city,1,LoRa devices count in JSON BLUEPRINT (5) matches NS-3 code (5),100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
97,002-smart_city,2,WiFi devices count in JSON BLUEPRINT (5) matches NS-3 code (5),100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
98,002-smart_city,3,LoRa device locations in JSON BLUEPRINT do not match NS-3 code due to UniformDiscPositionAllocator,0.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
99,002-smart_city,4,Traffic type and duration in JSON BLUEPRINT do not fully match NS-3 code. Not all traffic types are implemented and discrepancies in duration,0.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
100,003-smart_city,0,NS-3 C++ code with main function,100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
101,003-smart_city,1,"LoRa Device counts match: Blueprint=6, Code=6",100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
102,003-smart_city,2,"WiFi Device counts match: Blueprint=5, Code=5",100.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
103,003-smart_city,3,"Device locations mismatch between Blueprint and Code, especially for LoRa End Devices and WiFi STA-001.",0.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
104,003-smart_city,4,"Traffic type and some duration mismatches between Blueprint and Code. LoRa uses periodic, not constant/event-based. WiFi STA-002 and STA-003 traffic types mismatch.",20.0,codestral-2501,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
105,001-smart_city,0,No NS-3 C++ main function found,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
106,001-smart_city,1,Feature 0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
107,001-smart_city,2,Feature 0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
108,001-smart_city,3,Feature 0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
109,001-smart_city,4,Feature 0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
110,002-smart_city,0,NS-3 SOURCE CODE is not a valid C++/NS-3 code with main function.,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
111,002-smart_city,1,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
112,002-smart_city,2,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
113,002-smart_city,3,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
114,002-smart_city,4,Feature n.0 score is 0,0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
115,003-smart_city,0,"NS-3 SOURCE CODE is a description, not actual C++ code with main function.",0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
116,003-smart_city,1,"Feature n.0 score is 0. NS-3 SOURCE CODE description does not specify LoRa device count, Blueprint has 6 LoRa devices.",0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
117,003-smart_city,2,"Feature n.0 score is 0. NS-3 SOURCE CODE description does not specify WiFi device count, Blueprint has 5 WiFi devices.",0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
118,003-smart_city,3,"Feature n.0 score is 0. NS-3 SOURCE CODE description does not specify device locations, Blueprint has device locations defined.",0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
119,003-smart_city,4,"Feature n.0 score is 0. NS-3 SOURCE CODE description does not specify traffic details, Blueprint has traffic details defined.",0.0,google/codegemma-7b-it,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
120,001-smart_city,0,NS-3 code does not contain main function,0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
121,001-smart_city,1,"NS-3 code does not contain main function, feature 0 score is 0",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
122,001-smart_city,2,"NS-3 code does not contain main function, feature 0 score is 0",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
123,001-smart_city,3,"NS-3 code does not contain main function, feature 0 score is 0",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
124,001-smart_city,4,"NS-3 code does not contain main function, feature 0 score is 0",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
125,002-smart_city,0,"NS-3 SOURCE CODE is empty and does not contain a main function, thus not a valid NS-3 C++ code.",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
126,002-smart_city,1,"Feature n.0 is unmatched (score=0), therefore feature n.1 is automatically unmatched (score=0).",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
127,002-smart_city,2,"Feature n.0 is unmatched (score=0), therefore feature n.2 is automatically unmatched (score=0).",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
128,002-smart_city,3,"Feature n.0 is unmatched (score=0), therefore feature n.3 is automatically unmatched (score=0).",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
129,002-smart_city,4,"Feature n.0 is unmatched (score=0), therefore feature n.4 is automatically unmatched (score=0).",0.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
130,003-smart_city,0,Valid C++/NS-3 code with main function,100.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
131,003-smart_city,1,LoRa device count matches blueprint (6),100.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
132,003-smart_city,2,WiFi device count matches blueprint (5),100.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
133,003-smart_city,3,Device coordinates match blueprint,100.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
134,003-smart_city,4,Traffic type and duration match blueprint,100.0,codellama/CodeLlama-7b-Instruct-hf,small,simulated,gemini-2.0-flash-thinking-exp-01-21,large
135,001-smart_city,0,Valid NS-3 C++ code with main function,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
136,001-smart_city,1,LoRa device count in code matches JSON blueprint,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
137,001-smart_city,2,WiFi device count in code matches JSON blueprint,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
138,001-smart_city,3,Location coordinates mismatch for LoRa devices,0.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
139,001-smart_city,4,Traffic duration mismatch for WiFi,0.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
140,002-smart_city,0,Valid C++/NS-3 code with main function,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
141,002-smart_city,1,"LoRa device counts match (5 in JSON, 5 in code)",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
142,002-smart_city,2,"WiFi device counts match (5 in JSON, 5 in code)",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
143,002-smart_city,3,Location coordinates for LoRa Endpoints are not matched,0.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
144,002-smart_city,4,"Traffic duration matched, traffic types partially matched, WiFi traffic mismatch",20.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
145,003-smart_city,0,NS-3 C++ code with main function found,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
146,003-smart_city,1,"LoRa device counts match (6 in JSON, 6 in code)",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
147,003-smart_city,2,"WiFi device counts match (5 in JSON, 5 in code)",100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
148,003-smart_city,3,Device coordinates match perfectly with the JSON blueprint,100.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
149,003-smart_city,4,"LoRa traffic and WiFi STA-001 traffic match, but WiFi STA-002/003 traffic types are mismatched/missing",60.0,mistral-large-2411,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
150,001-smart_city,0,NS-3 C++ code with main function,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
151,001-smart_city,1,LoRa device count matches blueprint (2),100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
152,001-smart_city,2,WiFi device count matches blueprint (2),100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
153,001-smart_city,3,Device locations match blueprint,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
154,001-smart_city,4,Traffic duration and type match blueprint,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
155,002-smart_city,0,Valid C++ NS-3 code with main function.,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
156,002-smart_city,1,"LoRa device counts match (Blueprint: 5, Code: 5).",100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
157,002-smart_city,2,"WiFi device counts match (Blueprint: 5, Code: 5).",100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
158,002-smart_city,3,Device coordinates perfectly match between Blueprint and Code.,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
159,002-smart_city,4,"Traffic duration matches, but some traffic types are not perfectly matched (LoRa periodic transmission for all, WiFi HTTP not fully implemented).",60.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
160,003-smart_city,0,NS-3 SOURCE CODE is C++/NS-3 with a main function,100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
161,003-smart_city,1,LoRa device count in JSON Blueprint (6) matches LoRa device count in NS-3 Source Code (6),100.0,gemini-exp-1206,large,simulated,gemini-2.0-flash-thinking-exp-01-21,large
